EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-05-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
 2581,109730,ONA HUSOY                               ,NO,+62:52:00,+006:31:59,   8,TG11,19630501,19780630,   22,Hans Olav Hygen                                   
 2581,109739,ONA II                                  ,NO,+62:51:34,+006:32:21,  13,TG11,19780901,20190430,   22,Hans Olav Hygen                                   
 2581,901212,ONA II                                  ,NO,+62:52:00,+006:31:59,  15, TG5,19820113,20190430,    -,Synoptical message from GTS
 2582,109721,ONA                                     ,NO,+62:52:00,+006:33:00,  11,TG11,19510101,19630331,   22,Hans Olav Hygen                                   
 2582,109730,ONA HUSOY                               ,NO,+62:52:00,+006:31:59,   8,TG11,19630501,19780630,   22,Hans Olav Hygen                                   
 2582,109739,ONA II                                  ,NO,+62:51:34,+006:32:21,  13,TG11,19780901,20190430,   22,Hans Olav Hygen                                   
 2582,901212,ONA II                                  ,NO,+62:52:00,+006:31:59,  15, TG5,19820113,20190430,    -,Synoptical message from GTS
 2584,109797,BREKKE SLUSE                            ,NO,+59:08:52,+011:33:34, 114,TG11,19570101,19650531,   22,Hans Olav Hygen                                   
 2587,109824,RADE - TOMB                             ,NO,+59:19:00,+010:49:00,  14,TG11,19570101,19611031,   22,Hans Olav Hygen                                   
 2589,109842,RYGGE                                   ,NO,+58:22:59,+010:47:17,  40,TG11,19550301,20190430,   22,Hans Olav Hygen                                   
 2590,109851,SARPSBORG                               ,NO,+59:17:08,+011:06:52,  57,TG11,19911201,20190430,   22,Hans Olav Hygen                                   
 2590,901493,SARPSBORG                               ,NO,+59:16:59,+011:07:00,  57, TG5,20060128,20190430,    -,Synoptical message from GTS
 2594,109887,ASKER                                   ,NO,+59:51:21,+010:26:12, 163,TG11,19570101,20190430,   22,Hans Olav Hygen                                   
 2594,901486,ASKER                                   ,NO,+59:51:00,+010:25:59, 163, TG5,20060128,20190430,    -,Synoptical message from GTS
 2596,109905,BJORNHOLT                               ,NO,+60:03:03,+010:41:11, 360,TG11,20071001,20190430,   22,Hans Olav Hygen                                   
 2600,109941,TRYVASSHOGDA                            ,NO,+59:59:04,+010:40:09, 514,TG11,19430101,20190430,   22,Hans Olav Hygen                                   
 2603,109968,DREVSJO                                 ,NO,+61:53:13,+012:02:53, 672,TG11,19570101,20190430,   22,Hans Olav Hygen                                   
 2603,901393,DREVSJO                                 ,NO,+61:52:59,+012:03:00, 674, TG5,19820113,20190430,    -,Synoptical message from GTS
 2605,109986,KISE PA HEDMARK                         ,NO,+60:46:50,+010:48:42, 128,TG11,19570101,20190430,   22,Hans Olav Hygen                                   
 2611,110040,ABJORSBRATEN                            ,NO,+60:55:05,+009:17:25, 639,TG11,19540101,20171231,   22,Hans Olav Hygen                                   
 2611,901369,ABJORSBRATEN                            ,NO,+60:55:00,+009:16:59, 639, TG5,20060128,20171231,    -,Synoptical message from GTS
 2612,110049,BOVERDAL                                ,NO,+61:43:14,+008:14:39, 701,TG11,20181207,20190430,   22,Hans Olav Hygen                                   
 2620,110121,OSTRE TOTEN - APELSVOLL                 ,NO,+60:42:00,+010:52:00, 264,TG11,19570101,20190430,   22,Hans Olav Hygen                                   
 2622,110139,VAGA - KLONES                           ,NO,+61:51:46,+009:05:00, 371,TG11,19570101,20041210,   22,Hans Olav Hygen                                   
 2627,110184,GULSVIK II                              ,NO,+60:22:58,+009:36:24, 142,TG11,20071213,20190430,   22,Hans Olav Hygen                                   
 2627,901376,GULSVIK II                              ,NO,+60:22:59,+009:36:00, 142, TG5,20090609,20190430,    -,Synoptical message from GTS
 2631,110224,SOKNA II                                ,NO,+60:14:17,+009:55:33, 140,TG11,20151219,20170501,   22,Hans Olav Hygen                                   
 2638,110287,GVARV                                   ,NO,+59:22:59,+009:10:59,  26,TG11,19190701,19890731,   22,Hans Olav Hygen                                   
 2639,110296,GVARV - LINDEM                          ,NO,+59:23:12,+009:12:06,  71,TG11,19890801,19940731,   22,Hans Olav Hygen                                   
 2639,110305,GVARV - NES                             ,NO,+59:22:59,+009:12:05,  93,TG11,19970521,20190430,   22,Hans Olav Hygen                                   
 2639,901470,GVARV                                   ,NO,+59:22:59,+009:12:00,  93, TG5,19820114,20190430,    -,Synoptical message from GTS
 2640,110296,GVARV - LINDEM                          ,NO,+59:23:12,+009:12:06,  71,TG11,19890801,19940731,   22,Hans Olav Hygen                                   
 2640,110305,GVARV - NES                             ,NO,+59:22:59,+009:12:05,  93,TG11,19970521,20190430,   22,Hans Olav Hygen                                   
 2640,901470,GVARV                                   ,NO,+59:22:59,+009:12:00,  93, TG5,19820114,20190430,    -,Synoptical message from GTS
 2644,110341,MOGEN                                   ,NO,+60:01:05,+007:54:52, 954,TG11,20160330,20170430,   22,Hans Olav Hygen                                   
 2656,110449,KJEVIK                                  ,NO,+58:12:01,+008:04:05,  12,TG11,19460101,20190430,   22,Hans Olav Hygen                                   
 2656,134948,KRISTIANSAND - SOMSKLEIVA               ,NO,+58:09:02,+008:03:10,  12,TG11,20170201,20190430,   22,Hans Olav Hygen                                   
 2656,901452,KRISTIANSAND/KJEVIK                     ,NO,+58:12:00,+008:04:59,  17, TG5,19820113,20190430,    -,Synoptical message from GTS
 2658,110475,ASERAL                                  ,NO,+58:36:56,+007:24:24, 278,TG11,20160901,20190430,   22,Hans Olav Hygen                                   
 2667,110556,LYSEBOTN                                ,NO,+59:03:24,+006:38:57,   9,TG11,20110525,20190430,   22,Hans Olav Hygen                                   
 2669,110574,OBRESTAD FYR                            ,NO,+58:39:33,+005:33:19,  24,TG11,19540101,20190430,   22,Hans Olav Hygen                                   
 2669,901412,OBRESTAD                                ,NO,+58:39:00,+005:34:00,  26, TG5,19820113,20190430,    -,Synoptical message from GTS
 2671,110592,STAVANGER - VALAND                      ,NO,+58:57:25,+005:43:48,  72,TG11,19540101,20190430,   22,Hans Olav Hygen                                   
 2671,901416,STAVANGER VAALAND                       ,NO,+58:57:00,+005:43:59,  72, TG5,20090610,20190430,    -,Synoptical message from GTS
 2677,110646,FET I EIDFJORD                          ,NO,+60:24:30,+007:16:46, 735,TG11,20051001,20190430,   22,Hans Olav Hygen                                   
 2677,901340,FET I EIDFJORD                          ,NO,+60:25:00,+007:16:59, 735, TG5,20061125,20190430,    -,Synoptical message from GTS
 2685,110727,SLATTEROY FYR                           ,NO,+59:54:29,+005:04:05,  25,TG11,19540101,20190430,   22,Hans Olav Hygen                                   
 2685,901406,SLATTEROY LH                            ,NO,+59:55:00,+005:04:00,  26, TG5,19820113,20190430,    -,Synoptical message from GTS
 2692,110790,HAUKEDAL                                ,NO,+61:25:13,+006:22:32, 329,TG11,20171130,20190430,   22,Hans Olav Hygen                                   
 2700,110862,STADLANDET                              ,NO,+62:08:52,+005:12:50,  75,TG11,20160908,20190430,   22,Hans Olav Hygen                                   
 2706,110916,HUSTADVATN                              ,NO,+62:54:32,+007:14:43,  80,TG11,20180829,20190430,   22,Hans Olav Hygen                                   
 2709,110943,ORSKOG                                  ,NO,+62:28:44,+006:49:12,   4,TG11,20141117,20190430,   22,Hans Olav Hygen                                   
 2711,110961,SUNNDALSORA III                         ,NO,+62:40:30,+008:33:32,   6,TG11,19830201,20190331,   22,Hans Olav Hygen                                   
 2719,111033,SONGLI                                  ,NO,+63:19:48,+009:38:42, 300,TG11,19710801,19761231,   22,Hans Olav Hygen                                   
 2720,111042,TRONDHEIM - VOLL                        ,NO,+63:24:38,+010:27:12, 127,TG11,19310101,20190430,   22,Hans Olav Hygen                                   
 2720,901257,TRONDHEIM/VOLL                          ,NO,+63:25:00,+010:27:00, 127, TG5,20060128,20190430,    -,Synoptical message from GTS
 2725,111095,NAMDALSEID                              ,NO,+64:15:02,+011:12:01,  86,TG11,19820801,20001130,   22,Hans Olav Hygen                                   
 2726,111104,NAMSSKOGAN                              ,NO,+64:44:31,+012:50:45, 140,TG11,20061120,20190430,   22,Hans Olav Hygen                                   
 2726,901281,NAMSSKOGAN                              ,NO,+64:43:59,+012:51:00, 140, TG5,20080126,20190430,    -,Synoptical message from GTS
 2727,111113,NORDOYAN FYR                            ,NO,+64:47:52,+010:32:57,  33,TG11,19510101,20190430,   22,Hans Olav Hygen                                   
 2727,901262,NORDOYAN LH                             ,NO,+64:48:00,+010:33:00,  33, TG5,19820113,20190430,    -,Synoptical message from GTS
 2733,105468,BODOE VI                                ,NO,+67:16:01,+014:21:32,  11,TG11,19540101,20190430,   22,Hans Olav Hygen                                   
 2733,111167,BODOE - VAGONES                         ,NO,+67:16:59,+014:28:00,  33,TG11,19940115,20140630,   22,Hans Olav Hygen                                   
 2733,901152,BODO VI                                 ,NO,+67:16:00,+014:22:00,  13, TG5,19820113,20190430,    -,Synoptical message from GTS
 2737,111203,LUROY                                   ,NO,+66:23:22,+013:11:13, 115,TG11,20180101,20190430,   22,Hans Olav Hygen                                   
 2744,111266,BONES I BARDU                           ,NO,+68:38:44,+018:14:44, 230,TG11,20181023,20190430,   22,Hans Olav Hygen                                   
 2745,111275,DIVIDALEN                               ,NO,+68:46:41,+019:42:36, 228,TG11,19570101,20090819,   22,Hans Olav Hygen                                   
 2745,901198,DIVIDALEN II                            ,NO,+68:46:59,+019:42:00, 204, TG5,20100420,20190430,    -,Synoptical message from GTS
 2749,111311,STORSTEINNES I BALSFJORD                ,NO,+69:14:49,+019:13:51,  27,TG11,19631201,19650331,   22,Hans Olav Hygen                                   
 2750,111320,TORSVAG FYR                             ,NO,+70:14:44,+019:30:02,  21,TG11,19540101,20190430,   22,Hans Olav Hygen                                   
 2750,901033,TORSVAG LH                              ,NO,+70:15:00,+019:30:00,  24, TG5,19820113,20190430,    -,Synoptical message from GTS
 2751,111329,CUOVDDATMOHKKI                          ,NO,+69:22:00,+024:25:59, 286,TG11,19660801,20190430,   22,Hans Olav Hygen                                   
 2751,901057,CUOVDDATMOHKKI                          ,NO,+69:21:59,+024:25:59, 286, TG5,19820113,20190430,    -,Synoptical message from GTS
 2752,111338,KAUTOKEINO                              ,NO,+68:59:48,+023:02:00, 307,TG11,19540101,20190430,   22,Hans Olav Hygen                                   
 2752,111347,KAUTOKEINO II                           ,NO,+69:01:00,+023:02:02, 330,TG11,19701101,19960131,   22,Hans Olav Hygen                                   
 2752,901047,KAUTOKEINO                              ,NO,+69:00:00,+023:01:59, 307, TG5,19820113,20190430,    -,Synoptical message from GTS
 2753,111338,KAUTOKEINO                              ,NO,+68:59:48,+023:02:00, 307,TG11,19540101,20190430,   22,Hans Olav Hygen                                   
 2753,111347,KAUTOKEINO II                           ,NO,+69:01:00,+023:02:02, 330,TG11,19701101,19960131,   22,Hans Olav Hygen                                   
 2753,901047,KAUTOKEINO                              ,NO,+69:00:00,+023:01:59, 307, TG5,19820113,20190430,    -,Synoptical message from GTS
 2754,111356,MAKKAUR FYR                             ,NO,+70:42:02,+030:04:05,   9,TG11,19540101,20190430,   22,Hans Olav Hygen                                   
 2754,901092,MAKKAUR LH                              ,NO,+70:42:00,+030:04:59,   9, TG5,19820113,20190430,    -,Synoptical message from GTS
 2755,111365,ISFJORD RADIO                           ,NO,+78:04:00,+013:37:59,   7,TG11,19560101,20041206,   22,Hans Olav Hygen                                   
 2756,111374,SVEAGRUVA                               ,NO,+77:52:59,+016:43:00,   9,TG11,19780501,20190429,   22,Hans Olav Hygen                                   
 2757,111383,MIKE                                    ,NO,+66:00:00,+002:00:00,   6,TG11,19490105,20091130,   22,Hans Olav Hygen                                   
 2758,111433,MUENSTER/OSNABRUECK (AIRPORT)           ,DE,+52:08:07,+007:42:00,  48, TG3,19891001,20190430,   11,National Climate Data Center (DWD)                
 2759,111448,BERLIN-TEMPELHOF                        ,DE,+52:28:06,+013:24:14,  48, TG3,19480101,20190430,   11,National Climate Data Center (DWD)                
 2759,127488,BERLIN-DAHLEM (LFAG)                    ,DE,+52:27:28,+013:18:05,  55, TG3,18760101,19621231,   11,National Climate Data Center (DWD)                
